Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient
2013,12,Maryland,,,,Restaurant - Sit-down dining,12,0,0,"chicken, curry; chicken, other",
2013,3,Pennsylvania,,,,Banquet Facility (food prepared and served on-site),30,0,0,,
2014,2,Ohio,Norovirus Genogroup I,GI_6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2014,2,Ohio,Norovirus Genogroup II,GII_7,Confirmed,Private home/residence,20,0,0,,
2013,10,New Jersey,Salmonella enterica,Oranienburg,Confirmed,Restaurant - Sit-down dining,6,0,0,,
2013,6,New Jersey,Salmonella enterica,Infantis,Confirmed,Restaurant - Sit-down dining,5,3,0,,
2013,7,Colorado,Salmonella enterica,Hadar,Confirmed,Restaurant - Sit-down dining,4,2,0,,
2013,7,New Jersey,Staphylococcus aureus,,Confirmed,Private home/residence,14,0,0,penne vodka,
2014,2,Wyoming,,,,Other (describe in remarks),4,0,0,,
2013,7,New Jersey,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,2,0,0,oysters,
2013,6,Ohio,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,5,3,0,,
2013,3,New Jersey,,,,Caterer (food prepared off-site from where served),8,0,0,,
2014,1,Arizona,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,4,0,0,,
2014,2,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,burritos,
2014,2,Iowa,Norovirus,,Confirmed,Restaurant - Sit-down dining,8,0,0,,
2013,11,Multistate,Salmonella enterica,Stanley,Confirmed,Other (describe in remarks),18,4,0,"cashew cheese, raw",
2014,2,Connecticut,Norovirus Genogroup II,GII_7,Confirmed,Private home/residence; Grocery store; Other (describe in remarks),8,0,0,,
2014,2,Connecticut,Salmonella enterica,Infantis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,5,0,pork,pork
2014,3,Minnesota,Clostridium perfringens,,Suspected,Banquet Facility (food prepared and served on-site),25,0,0,pulled pork,pork
2014,3,Ohio,,,,Private home/residence,2,0,0,,
2014,2,Virginia,Norovirus Genogroup II,other,Confirmed,Restaurant - Sit-down dining,44,0,0,"salad, unspecified","carrots; cucumber; peppers, green; tomato"
2014,1,Arizona,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2014,1,Arizona,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2,0,0,,
2013,3,Multistate,Salmonella enterica,Heidelberg,Confirmed,,634,200,0,chicken,
2014,1,Florida,,,,Private home/residence; Grocery store,44,,,,
2013,12,Washington,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7,0,0,,
2013,2,Washington,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,3,2,0,,
2013,6,New Jersey,Salmonella enterica,Agona,Confirmed,Caterer (food prepared off-site from where served),2,0,0,,
2013,7,New Jersey,Amnesic shellfish poison,,Confirmed,Restaurant - Sit-down dining,2,2,0,mussels,
2013,6,New Jersey,Norovirus,,Suspected,Restaurant - Sit-down dining,11,0,0,"salad, unspecified",
2013,5,New Jersey,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - Sit-down dining,16,3,0,,
2013,6,New Jersey,,,,Restaurant - Sit-down dining,6,0,0,,
2013,10,Washington,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,0,salsa; pickeled carrot and peppers,
2013,12,Washington,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,9,0,0,,
2013,12,Washington,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,8,0,0,,
2013,7,Washington,Vibrio parahaemolyticus,unknown,Suspected,Restaurant - Sit-down dining,5,0,0,"oysters, raw",oysters
2013,12,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,5,0,0,"guacamole, unspecified; guacamole, unspecified",
2014,3,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,2,1,0,,
2013,5,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,7,0,0,"salmon, unspecified",
2013,4,Washington,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,10,1,0,,
2014,1,Arizona,,,,Restaurant - Sit-down dining,2,0,0,,
2013,5,Multistate,Vibrio parahaemolyticus,Other,Confirmed,Restaurant - Sit-down dining,4,0,0,"oysters, raw",
2013,6,Multistate,Vibrio parahaemolyticus,Other,Suspected,"Restaurant - Sit-down dining; Private home/residence; Fair, festival, other temp or mobile services",10,1,0,"oysters, raw; clams, raw; clams, steamed",
2013,6,Multistate,Vibrio parahaemolyticus,Other,Confirmed,Restaurant - Sit-down dining; Grocery store; Other (describe in remarks),15,0,0,"oysters, raw; clams, raw",
2014,1,California,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),14,0,0,,
2013,7,Multistate,Vibrio parahaemolyticus,Other,Confirmed,"Restaurant - Sit-down dining; Private home/residence; Fair, festival, other temp or mobile services",20,3,0,"oysters, raw; clams, raw",
2014,3,Ohio,Norovirus Genogroup II; Norovirus Genogroup II,GII_7; GII_4 Sydney (2012),Confirmed; Confirmed,Restaurant - Sit-down dining,6,0,0,,
2014,3,Minnesota,Norovirus Genogroup II,GII_13,Suspected,Restaurant - Sit-down dining,9,1,0,,
2014,3,Minnesota,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",32,2,0,,
2014,3,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,12,1,0,cranberry cole slaw,
2014,2,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,3,0,0,chicken; lettuce,
2014,3,Iowa,Norovirus,,Confirmed,Private home/residence,23,0,0,,
2014,3,Iowa,Norovirus,,Confirmed,Restaurant - Sit-down dining,5,0,0,,
2014,3,Iowa,Norovirus,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2014,1,Michigan,,,,Caterer (food prepared off-site from where served),2,0,0,,
2014,3,New York,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),16,0,0,fruit salad,
2014,3,New York,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,6,0,0,kare kare,beef
2014,3,Nebraska,Norovirus Genogroup II,,Confirmed,Private home/residence; Grocery store; School/college/university; Other (describe in remarks); Unknown,21,0,0,,
2013,12,Massachusetts,Listeria monocytogenes,,Confirmed,,2,2,0,,
2014,1,Massachusetts,Salmonella enterica,Dublin,Confirmed,,2,1,0,,
2013,3,Washington,Norovirus unknown,,Confirmed,Private home/residence,6,1,0,,
2013,5,Washington,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,10,1,0,,
2013,1,Washington,,,,Restaurant - Sit-down dining,4,0,0,"oysters, raw",
2013,3,Washington,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,12,0,0,,
2014,3,Illinois,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6,0,0,,
2014,3,Minnesota,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,12,0,0,salad; bread sticks,
2014,2,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Suspected,Restaurant - Sit-down dining,2,0,0,,
2014,3,Connecticut,Sapovirus Genogroup I,GI_2,Confirmed,Caterer (food prepared off-site from where served),14,0,0,fruit,
2013,5,California,Salmonella enterica,Newport,Confirmed,Private home/residence,137,6,0,"beef(fresly killed cow), raw and/or undercooked; beef(fresly killed cow), raw and/or undercooked; beef(fresly killed cow), raw and/or undercooked",beef; beef; beef
2014,2,Texas,,,,Restaurant - Sit-down dining,2,0,0,chicken; broccoli; carrots,
2014,3,Ohio,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0,0,"hot dog, unspecified; hamburger; bun; onions",
2014,3,Illinois,Salmonella enterica,,Confirmed,Restaurant - Sit-down dining,3,0,0,,
2014,3,Ohio,Norovirus Genogroup II,GII_7,Confirmed,Restaurant - Sit-down dining,4,0,0,,
2014,3,New York,Norovirus Genogroup II; Norovirus Genogroup I,,Confirmed; Confirmed,Restaurant - Sit-down dining,6,0,0,,
2014,3,Alaska,,,,Private home/residence,21,0,0,,
2014,2,Alaska,Salmonella enterica,Stanley,Confirmed,Restaurant - other or unknown type,3,0,0,goat,goat
2014,3,Ohio,Norovirus Genogroup II,GII_3 ,Suspected,Unknown,13,0,0,,
2014,2,Colorado,Other - Chemical/Toxin,,Suspected,Caterer (food prepared off-site from where served),3,0,0,,
2013,7,Washington,Vibrio parahaemolyticus,unknown,Confirmed,Restaurant - Sit-down dining; Grocery store,5,0,0,"oysters, raw",
2014,3,Texas,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,,7,0,0,,
2014,1,Washington,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2014,1,Washington,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2014,1,Washington,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,,
2014,3,Tennessee,Norovirus Genogroup I,GI_3B,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - other or unknown type; Unknown",22,0,0,,
2013,1,Hawaii,Scombroid toxin,,Suspected,Other (describe in remarks),3,0,0,"fish, tuna","fish, tuna"
2014,2,Texas,,,,Restaurant - Sit-down dining,4,0,0,,
2013,1,Hawaii,,,,,3,0,0,salads,squid/calamari
2013,2,Hawaii,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other (describe in remarks),8,4,0,,
2014,3,Illinois,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,8,0,0,,
2013,12,Florida,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,5,0,0,,
2014,3,Florida,,,,Restaurant - Sit-down dining,4,0,0,"steak, prime rib",
2013,5,Hawaii,Scombroid toxin,,Confirmed,Other (describe in remarks),2,0,0,"fish, monchong","fish,other"
2013,8,Hawaii,Ciguatoxin,,Suspected,Private home/residence,2,2,0,"fish, grouper","fish, grouper"
2013,12,Utah,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,alfalfa sprouts,alfalfa sprouts
2014,3,Ohio,,,,Restaurant - other or unknown type,8,0,0,,
2013,8,Puerto Rico,Salmonella enterica,Mbandaka,Confirmed,Caterer (food prepared off-site from where served),42,2,0,,
2013,5,Colorado,Hepatitis A,,Confirmed,Private home/residence,2,1,0,strawberries,strawberries
2013,1,Maryland,,,,Restaurant - Sit-down dining,8,0,0,,
2014,3,Virginia,,,,Restaurant - Sit-down dining,7,0,0,,
2014,3,Georgia,,,,Restaurant - other or unknown type,4,0,0,,
2014,2,New Jersey,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,6,4,0,,
2014,3,Minnesota,Norovirus Genogroup II,GII_3 ,Suspected,Other (describe in remarks),14,0,0,,
2014,3,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),23,0,0,,
2014,2,Florida,Ciguatoxin,,Confirmed,Private home/residence,3,0,0,"fish, seabass",
2013,4,Maryland,Norovirus Genogroup II,,Confirmed,Other (describe in remarks),19,1,0,,
2013,6,Maryland,Salmonella enterica,Kiambu,Confirmed,Restaurant - Sit-down dining,2,0,0,,
2013,5,Maryland,Salmonella enterica,Braenderup,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,1,0,,
2014,3,Illinois,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),4,0,0,,
2014,3,Connecticut,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,5,0,0,,
2014,3,Connecticut,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,4,0,0,,
2013,6,Maryland,Campylobacter coli; Campylobacter jejuni,,Confirmed; Suspected,Restaurant - Sit-down dining,4,0,0,,
2014,3,New York,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,24,1,0,,
2013,6,Maryland,Scombroid toxin,,Confirmed,Private home/residence,2,0,0,tuna kabobs,tuna
2014,3,Minnesota,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence",9,0,0,,
2013,8,Puerto Rico,Salmonella enterica,,Confirmed,Caterer (food prepared off-site from where served),10,1,0,rice; potato salad,
2014,3,Rhode Island,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6,0,0,,
2014,3,Montana,,,,Restaurant - Sit-down dining,12,0,0,,
2014,3,Missouri,,,,Restaurant - Sit-down dining,22,0,0,,
2014,3,Indiana,Other - Chemical/Toxin,,Confirmed,Unknown,2,0,0,"candy, fruit-flavored chewy",
2014,3,Maryland,,,,Restaurant - Sit-down dining,5,0,0,,
2014,3,Pennsylvania,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,20,1,0,,
2014,3,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,0,,
2014,3,Florida,,,,Restaurant - Sit-down dining,8,0,0,"fish, other",
2014,3,Minnesota,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0,0,caesar salad,
2014,4,New York,Ciguatoxin,,Confirmed,Private home/residence,2,2,0,"fish, baracuda","fish, baracuda"
2013,8,Washington,Salmonella enterica,Enteritidis,Confirmed,Camp,10,0,0,"chicken, cordon bleu",
2014,3,Virginia,,,,Restaurant - Sit-down dining,8,0,0,french fries,
2014,3,Minnesota,Norovirus,,Suspected,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),22,0,0,,
2014,3,Minnesota,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2013,12,Oklahoma,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),55,0,0,,
2013,1,Wisconsin,Salmonella enterica,Javiana,Confirmed,Long-term care/nursing home/assisted living facility,3,1,0,,
2013,3,Wisconsin,Norovirus Genogroup II,GII_2,Confirmed,Hospital,33,0,0,,
2013,3,Wisconsin,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Private home/residence,26,0,0,,
2013,3,Wisconsin,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other (describe in remarks),3,1,0,"milk, unpasteurized",
2013,6,Wisconsin,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - Sit-down dining,4,0,0,,
2013,6,Wisconsin,Salmonella enterica,Braenderup,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",75,5,0,vegetables,
2013,4,Wisconsin,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,5,1,0,,
2013,10,Wisconsin,Cryptosporidium parvum; Cryptosporidium unknown,IIaA17G2R1; ,Confirmed; Confirmed,Private home/residence,11,3,0,,
2013,11,Wisconsin,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,12,0,0,chicken,
2013,5,Wisconsin,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,,3,2,0,,
2013,7,Wisconsin,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,2,0,"eggs, unspecified",
2013,5,Wisconsin,Salmonella enterica,Uganda,Confirmed,Religious facility,25,2,0,"beef, laab raw; boiled beef",beef
2013,11,Wisconsin,Salmonella enterica,Ohio,Confirmed,Grocery store,2,1,0,,
2013,10,Oklahoma,Salmonella enterica,Typhimurium,Confirmed,Prison/jail,133,11,0,,
2014,3,Pennsylvania,,,,Restaurant - Sit-down dining,2,0,0,,
2014,3,Utah,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,12,1,0,,
2013,1,Wisconsin,Norovirus Genogroup II,GII_4 Sydney (2012),Suspected,Restaurant - Sit-down dining,15,0,0,tortilla chips,
2013,3,Wisconsin,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),27,0,0,,
2014,3,Illinois,Norovirus Genogroup I; Salmonella enterica,Enteritidis,Suspected; Suspected,,10,0,0,,
2014,4,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2013,7,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,5,0,0,,
2014,4,Virginia,Clostridium perfringens,,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),36,0,0,"chicken, curry; chicken, other",chicken; chicken
2014,3,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - other or unknown type,9,0,0,,
2014,4,Virginia,Norovirus Genogroup II,unknown,Suspected,School/college/university,64,0,0,,
2014,3,Michigan,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,135,6,0,guacamole; sour cream,
2014,3,Michigan,Norovirus Genogroup I,GI_3,Confirmed,Restaurant - Sit-down dining,294,0,0,"sauces, unspecified",
2014,4,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,25,1,0,,
2014,3,Arkansas,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,9,1,0,,
2014,1,California,,,,Restaurant - Sit-down dining,3,0,0,,
2014,3,Florida,Norovirus Genogroup II,unknown,Suspected,Caterer (food prepared off-site from where served),15,0,0,,
2014,3,Florida,,,,Restaurant - Sit-down dining,7,0,0,,
2014,4,Illinois,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,21,2,0,,
2014,3,Tennessee,,,,Restaurant - Sit-down dining,9,0,0,,
2014,2,Texas,Salmonella enterica,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),21,1,0,chicken dishes,
2014,4,Missouri,Clostridium perfringens; Clostridium perfringens,,Confirmed; Confirmed,Caterer (food prepared off-site from where served),115,0,0,"gravy, beef","gravy, beef"
2014,4,Virginia,,,,Restaurant - Sit-down dining,8,0,0,,
2014,3,New Jersey,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,14,0,0,,
2014,4,Georgia,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,2,0,0,mushroom swiss burger,mushrooms
2014,1,Maryland,Norovirus Genogroup II,GII_2,Confirmed,Caterer (food prepared off-site from where served),19,0,0,,
2014,3,Florida,,,,Restaurant - Sit-down dining,5,0,0,"oysters, raw",oysters
2014,2,South Carolina,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,22,0,0,,
2014,3,Florida,Campylobacter unknown,,Suspected,Private home/residence,2,0,0,dairy,"queso fresco, unpasteurized; milk, unpasteurized"
2014,3,New York,,,,Restaurant - Sit-down dining,3,0,0,chicken taco salad,
2014,3,Utah,Campylobacter jejuni,,Confirmed,Other (describe in remarks),19,0,0,"milk, unpasteurized",milk
2014,4,Ohio,Norovirus Genogroup II,GII_13,Confirmed,Restaurant - Sit-down dining; Private home/residence,5,0,0,,
2013,10,Utah,Salmonella enterica,Montevideo,Confirmed,Other (describe in remarks),2,0,0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized"
2014,3,Arizona,Norovirus,,Suspected,Caterer (food prepared off-site from where served),30,0,0,,
2014,4,Tennessee,,,,Restaurant - Sit-down dining,4,0,0,,
2014,3,Puerto Rico,Ciguatoxin,,Suspected,Private home/residence,3,0,0,"fish, unspecified",
2013,8,Puerto Rico,Salmonella enterica,Mbandaka,Confirmed,Caterer (food prepared off-site from where served),10,0,0,"pork, roasted",
2014,4,Illinois,Norovirus unknown,,Suspected,Banquet Facility (food prepared and served on-site),8,0,0,,
2014,4,Montana,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),13,0,0,,
2014,4,Minnesota,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,,
2014,4,Minnesota,Norovirus Genogroup I,,Confirmed,Unknown,15,0,0,cupcakes,
2014,4,Iowa,Norovirus Genogroup I,,Confirmed,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),148,0,0,,
2014,3,Illinois,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6,0,0,,
2014,3,Massachusetts,Salmonella,,Confirmed,Private home/residence; School/college/university,11,2,0,"leaf lettuce, unspecified",leafy green
2014,4,Utah,Norovirus,,Suspected,Banquet Facility (food prepared and served on-site),19,1,0,,
2014,4,Florida,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2014,4,Massachusetts,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",21,0,0,,
2013,4,Multistate,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",26,5,0,lettuce,
2014,4,New York,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,81,1,0,macaroni salad,
2013,10,Multistate,Other - Chemical/Toxin,,Suspected,Child day care; School/college/university,57,0,0,"rice, spanish",
2013,8,Multistate,Listeria monocytogenes,,Confirmed,Private home/residence,8,7,1,latin style soft cheese,
2013,3,Puerto Rico,Ciguatoxin,,Suspected,Private home/residence,7,0,0,"fish, jack",
2013,3,Puerto Rico,Ciguatoxin,,Suspected,Other (describe in remarks),4,1,0,"fish, amberjack; fish, amberjack",
2013,3,Puerto Rico,Ciguatoxin,,Suspected,Private home/residence,2,0,0,"fish, hogfish",
2013,4,Puerto Rico,,,,,4,0,0,,
2013,3,Puerto Rico,,,,Private home/residence,2,1,0,"fish, unspecified",
2013,8,Puerto Rico,Ciguatoxin,,Suspected,Restaurant - Sit-down dining,2,0,0,"fish, swordfish",
2014,4,Louisiana,Clostridium perfringens,,Confirmed,,116,0,0,,
2014,4,Ohio,Norovirus Genogroup II,GII_14,Confirmed,Restaurant - Sit-down dining,28,1,0,"salad, unspecified",
2014,4,Idaho,Salmonella enterica,Alachua,Confirmed,Private home/residence,2,1,0,,
2014,4,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,0,,
2013,9,Puerto Rico,Ciguatoxin,,Suspected,Private home/residence,2,1,0,"fish, kingfish",
2013,10,Puerto Rico,,,,,5,,,,
2014,4,Minnesota,,,,Restaurant - Sit-down dining,2,0,0,,
2013,10,Puerto Rico,Ciguatoxin,,Suspected,Private home/residence,2,0,0,"fish, unspecified",
2014,4,Florida,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,2,0,0,,
2014,4,Rhode Island,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),75,1,0,,
2014,4,New York,Scombroid toxin,,Confirmed,Private home/residence,2,0,0,yellow fin tuna,tuna
2014,4,Ohio,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,,
2014,4,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,6,0,0,,
2014,4,Texas,,,,Restaurant - Sit-down dining,2,0,0,spinach salad,
2014,4,Tennessee,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,7,0,0,lettuce; tomatoes,lettuce; tomato
2014,4,Texas,,,,Restaurant - other or unknown type,3,0,0,"beef, bbq; chicken; pie, pecan",
2013,7,Puerto Rico,Salmonella,,Suspected,"Fair, festival, other temp or mobile services",4,1,0,"chicken, roasted",
2013,9,Puerto Rico,,,,,6,0,0,,
2014,4,Iowa,Bacillus,,Suspected,Restaurant - Sit-down dining,7,0,0,,
2014,4,Illinois,Norovirus Genogroup II,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,0,0,,
2013,2,Puerto Rico,Ciguatoxin,,Suspected,Restaurant - Sit-down dining,4,0,0,"fish, hogfish",
2014,4,Connecticut,Norovirus Genogroup I,GI_3B,Confirmed,Banquet Facility (food prepared and served on-site),8,0,0,,
2014,4,Virginia,Norovirus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",35,0,0,,
2014,3,Kansas,Norovirus Genogroup II,,Suspected,School/college/university,64,1,0,,
2014,3,Kansas,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,5,0,0,"beef, brisket; ribs, unspecified; smoked sausage; chicken","beef, brisket"
2014,5,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,11,0,0,,
2014,4,Connecticut,,,,Restaurant - Sit-down dining,3,0,0,,
2014,5,Florida,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,4,0,0,,
2014,4,Florida,Cleaning agents,,Suspected,Other (describe in remarks),6,0,0,frozen yogurt,"skim milk, pasteurized; water"
2014,4,Pennsylvania,,,,Restaurant - Sit-down dining,9,0,0,,
2014,5,Virginia,Norovirus Genogroup I,unknown,Suspected,Caterer (food prepared off-site from where served),25,2,0,,
2014,4,South Carolina,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,6,0,0,,
2014,5,Virginia,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0,0,,
2014,4,Minnesota,"Escherichia coli, Enteroaggregative",O126,Confirmed,School/college/university,4,0,0,"romaine lettuce, unspecified",romaine lettuce
2014,4,New York,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,4,1,0,crab legs,
2014,5,Florida,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,2,0,salad bar items,"lettuce; tomatoes, red round"
2014,5,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence; Grocery store",10,0,0,,
2014,4,Arizona,Bacillus cereus,,Suspected,Banquet Facility (food prepared and served on-site),17,0,0,fettuccine alfredo,
2014,2,Oklahoma,Norovirus Genogroup II,unknown,Confirmed,,63,1,0,,
2014,5,New York,Norovirus Genogroup I; Norovirus Genogroup II,,Confirmed; Confirmed,Restaurant - Sit-down dining,6,0,0,,
2014,2,Arizona,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),8,0,0,,
2014,5,Florida,Ciguatoxin,,Confirmed,Private home/residence,3,0,0,"fish, amberjack",
2014,5,Minnesota,Norovirus Genogroup II,GII_14,Suspected,Restaurant - Sit-down dining,4,0,0,,
2014,1,California,,,,Restaurant - Sit-down dining,5,0,0,"chicken, buffalo wings",
2014,2,California,,,,Caterer (food prepared off-site from where served),15,0,0,"beans, unspecified",
2014,5,Minnesota,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2014,2,Arizona,Salmonella enterica,Agona,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,2,0,,
2014,4,Florida,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,16,0,0,buffet,buffet
2014,5,Tennessee,Bacillus cereus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,,
2014,5,Texas,,,,Restaurant - Sit-down dining,2,0,0,beef; charro beans; rice,
2014,4,Utah,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,18,1,0,,
2014,1,Wisconsin,Norovirus Genogroup II,GII_3 ,Confirmed,Restaurant - Sit-down dining,8,0,0,,
2014,1,Wisconsin,Norovirus Genogroup I,GI_3B,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",34,0,0,,
2014,3,Wisconsin,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Other (describe in remarks),14,1,0,salad dressing,
2014,3,Wisconsin,Norovirus Genogroup I,GI_3B,Confirmed,Caterer (food prepared off-site from where served),10,0,0,"lettuce; tomatoes; tortilla, unspecified",
